id,category,difficulty,question,choice1,choice2,choice3,choice4,answer,explanation,era,tags,source
gpq_00102,年代別,1,ランド・ノリスがF1ドライバーズチャンピオンになった年は？,2025年,1973年,2009年,2004年,0,ランド・ノリスは2025年にF1ドライバーズチャンピオンになっています。,2020s,champion|year,Formula 1公式 Results Archive
gpq_00103,チーム・コンストラクター,2,1958年のF1コンストラクターズチャンピオンはどのチーム？,ヴァンウォール,ブラウンGP,ルノー,アストンマーティン,0,1958年のコンストラクターズチャンピオンはヴァンウォールです。,1950s,constructor|team,Formula 1公式 Results Archive
gpq_00104,チーム・コンストラクター,2,1959年のF1コンストラクターズチャンピオンはどのチーム？,BRM,マクラーレン,クーパー,ジョーダン,2,1959年のコンストラクターズチャンピオンはクーパーです。,1950s,constructor|team,Formula 1公式 Results Archive
gpq_00105,チーム・コンストラクター,2,1960年のF1コンストラクターズチャンピオンはどのチーム？,ブラバム,トヨタ,ハース,クーパー,3,1960年のコンストラクターズチャンピオンはクーパーです。,1960s,constructor|team,Formula 1公式 Results Archive
gpq_00106,チーム・コンストラクター,2,1961年のF1コンストラクターズチャンピオンはどのチーム？,ルノー,ジョーダン,フェラーリ,メルセデス,2,1961年のコンストラクターズチャンピオンはフェラーリです。,1960s,constructor|team,Formula 1公式 Results Archive
gpq_00107,チーム・コンストラクター,2,1962年のF1コンストラクターズチャンピオンはどのチーム？,フェラーリ,BRM,ホンダ,レッドブル,1,1962年のコンストラクターズチャンピオンはBRMです。,1960s,constructor|team,Formula 1公式 Results Archive
gpq_00108,チーム・コンストラクター,2,1963年のF1コンストラクターズチャンピオンはどのチーム？,ルノー,レッドブル・レーシング,ロータス,ヴァンウォール,2,1963年のコンストラクターズチャンピオンはロータスです。,1960s,constructor|team,Formula 1公式 Results Archive
gpq_00109,チーム・コンストラクター,2,1964年のF1コンストラクターズチャンピオンはどのチーム？,フェラーリ,BRM,レッドブル・レーシング,RB,0,1964年のコンストラクターズチャンピオンはフェラーリです。,1960s,constructor|team,Formula 1公式 Results Archive
gpq_00110,チーム・コンストラクター,2,1965年のF1コンストラクターズチャンピオンはどのチーム？,マトラ,トヨタ,レッドブル,ロータス,3,1965年のコンストラクターズチャンピオンはロータスです。,1960s,constructor|team,Formula 1公式 Results Archive
gpq_00111,チーム・コンストラクター,2,1966年のF1コンストラクターズチャンピオンはどのチーム？,レッドブル,ウィリアムズ,マトラ,ブラバム,3,1966年のコンストラクターズチャンピオンはブラバムです。,1960s,constructor|team,Formula 1公式 Results Archive
gpq_00112,チーム・コンストラクター,2,1967年のF1コンストラクターズチャンピオンはどのチーム？,レーシングブルズ,RB,フェラーリ,ブラバム,3,1967年のコンストラクターズチャンピオンはブラバムです。,1960s,constructor|team,Formula 1公式 Results Archive
gpq_00113,チーム・コンストラクター,2,1968年のF1コンストラクターズチャンピオンはどのチーム？,RB,ロータス,ウィリアムズ,BRM,1,1968年のコンストラクターズチャンピオンはロータスです。,1960s,constructor|team,Formula 1公式 Results Archive
gpq_00114,チーム・コンストラクター,2,1969年のF1コンストラクターズチャンピオンはどのチーム？,クーパー,レーシングブルズ,マトラ,ハース,2,1969年のコンストラクターズチャンピオンはマトラです。,1960s,constructor|team,Formula 1公式 Results Archive
gpq_00115,チーム・コンストラクター,2,1970年のF1コンストラクターズチャンピオンはどのチーム？,ブラウンGP,ベネトン,ロータス,マトラ,2,1970年のコンストラクターズチャンピオンはロータスです。,1970s,constructor|team,Formula 1公式 Results Archive
gpq_00116,チーム・コンストラクター,2,1971年のF1コンストラクターズチャンピオンはどのチーム？,BRM,ティレル,ホンダ,RB,1,1971年のコンストラクターズチャンピオンはティレルです。,1970s,constructor|team,Formula 1公式 Results Archive
gpq_00117,チーム・コンストラクター,2,1972年のF1コンストラクターズチャンピオンはどのチーム？,ロータス,キック・ザウバー,ティレル,アルピーヌ,0,1972年のコンストラクターズチャンピオンはロータスです。,1970s,constructor|team,Formula 1公式 Results Archive
gpq_00118,チーム・コンストラクター,2,1973年のF1コンストラクターズチャンピオンはどのチーム？,ロータス,キック・ザウバー,アストンマーティン,ベネトン,0,1973年のコンストラクターズチャンピオンはロータスです。,1970s,constructor|team,Formula 1公式 Results Archive
gpq_00119,チーム・コンストラクター,2,1974年のF1コンストラクターズチャンピオンはどのチーム？,マクラーレン,ヴァンウォール,ハース,アストンマーティン,0,1974年のコンストラクターズチャンピオンはマクラーレンです。,1970s,constructor|team,Formula 1公式 Results Archive
gpq_00120,チーム・コンストラクター,2,1975年のF1コンストラクターズチャンピオンはどのチーム？,BRM,レッドブル・レーシング,ブラバム,フェラーリ,3,1975年のコンストラクターズチャンピオンはフェラーリです。,1970s,constructor|team,Formula 1公式 Results Archive
gpq_00121,チーム・コンストラクター,2,1976年のF1コンストラクターズチャンピオンはどのチーム？,ティレル,ウィリアムズ,フェラーリ,アルピーヌ,2,1976年のコンストラクターズチャンピオンはフェラーリです。,1970s,constructor|team,Formula 1公式 Results Archive
gpq_00122,チーム・コンストラクター,2,1977年のF1コンストラクターズチャンピオンはどのチーム？,ヴァンウォール,ホンダ,ジョーダン,フェラーリ,3,1977年のコンストラクターズチャンピオンはフェラーリです。,1970s,constructor|team,Formula 1公式 Results Archive
gpq_00123,チーム・コンストラクター,2,1978年のF1コンストラクターズチャンピオンはどのチーム？,RB,ロータス,ウィリアムズ,レッドブル,1,1978年のコンストラクターズチャンピオンはロータスです。,1970s,constructor|team,Formula 1公式 Results Archive
gpq_00124,チーム・コンストラクター,2,1979年のF1コンストラクターズチャンピオンはどのチーム？,ブラウンGP,レッドブル,ウィリアムズ,フェラーリ,3,1979年のコンストラクターズチャンピオンはフェラーリです。,1970s,constructor|team,Formula 1公式 Results Archive
gpq_00125,チーム・コンストラクター,2,1980年のF1コンストラクターズチャンピオンはどのチーム？,ハース,ヴァンウォール,マクラーレン,ウィリアムズ,3,1980年のコンストラクターズチャンピオンはウィリアムズです。,1980s,constructor|team,Formula 1公式 Results Archive
gpq_00126,チーム・コンストラクター,2,1981年のF1コンストラクターズチャンピオンはどのチーム？,レーシングブルズ,ウィリアムズ,ティレル,ジョーダン,1,1981年のコンストラクターズチャンピオンはウィリアムズです。,1980s,constructor|team,Formula 1公式 Results Archive
gpq_00127,チーム・コンストラクター,2,1982年のF1コンストラクターズチャンピオンはどのチーム？,フェラーリ,ウィリアムズ,ベネトン,BRM,0,1982年のコンストラクターズチャンピオンはフェラーリです。,1980s,constructor|team,Formula 1公式 Results Archive
gpq_00128,チーム・コンストラクター,2,1983年のF1コンストラクターズチャンピオンはどのチーム？,マクラーレン,ヴァンウォール,ルノー,フェラーリ,3,1983年のコンストラクターズチャンピオンはフェラーリです。,1980s,constructor|team,Formula 1公式 Results Archive
gpq_00129,チーム・コンストラクター,2,1984年のF1コンストラクターズチャンピオンはどのチーム？,レッドブル・レーシング,マクラーレン,クーパー,フェラーリ,1,1984年のコンストラクターズチャンピオンはマクラーレンです。,1980s,constructor|team,Formula 1公式 Results Archive
gpq_00130,チーム・コンストラクター,2,1985年のF1コンストラクターズチャンピオンはどのチーム？,マクラーレン,ベネトン,ハース,アルピーヌ,0,1985年のコンストラクターズチャンピオンはマクラーレンです。,1980s,constructor|team,Formula 1公式 Results Archive
gpq_00131,チーム・コンストラクター,2,1986年のF1コンストラクターズチャンピオンはどのチーム？,キック・ザウバー,ウィリアムズ,ハース,ホンダ,1,1986年のコンストラクターズチャンピオンはウィリアムズです。,1980s,constructor|team,Formula 1公式 Results Archive
gpq_00132,チーム・コンストラクター,2,1987年のF1コンストラクターズチャンピオンはどのチーム？,ベネトン,ロータス,ウィリアムズ,ハース,2,1987年のコンストラクターズチャンピオンはウィリアムズです。,1980s,constructor|team,Formula 1公式 Results Archive
gpq_00133,チーム・コンストラクター,2,1988年のF1コンストラクターズチャンピオンはどのチーム？,ホンダ,レッドブル・レーシング,クーパー,マクラーレン,3,1988年のコンストラクターズチャンピオンはマクラーレンです。,1980s,constructor|team,Formula 1公式 Results Archive
gpq_00134,チーム・コンストラクター,2,1989年のF1コンストラクターズチャンピオンはどのチーム？,ルノー,フェラーリ,マクラーレン,ハース,2,1989年のコンストラクターズチャンピオンはマクラーレンです。,1980s,constructor|team,Formula 1公式 Results Archive
gpq_00135,チーム・コンストラクター,2,1990年のF1コンストラクターズチャンピオンはどのチーム？,アストンマーティン,レッドブル,マクラーレン,クーパー,2,1990年のコンストラクターズチャンピオンはマクラーレンです。,1990s,constructor|team,Formula 1公式 Results Archive
gpq_00136,チーム・コンストラクター,2,1991年のF1コンストラクターズチャンピオンはどのチーム？,ハース,RB,ホンダ,マクラーレン,3,1991年のコンストラクターズチャンピオンはマクラーレンです。,1990s,constructor|team,Formula 1公式 Results Archive
gpq_00137,チーム・コンストラクター,2,1992年のF1コンストラクターズチャンピオンはどのチーム？,ベネトン,レッドブル・レーシング,アルピーヌ,ウィリアムズ,3,1992年のコンストラクターズチャンピオンはウィリアムズです。,1990s,constructor|team,Formula 1公式 Results Archive
gpq_00138,チーム・コンストラクター,2,1993年のF1コンストラクターズチャンピオンはどのチーム？,ウィリアムズ,ホンダ,ブラウンGP,アルピーヌ,0,1993年のコンストラクターズチャンピオンはウィリアムズです。,1990s,constructor|team,Formula 1公式 Results Archive
gpq_00139,チーム・コンストラクター,2,1994年のF1コンストラクターズチャンピオンはどのチーム？,メルセデス,BRM,レーシングブルズ,ウィリアムズ,3,1994年のコンストラクターズチャンピオンはウィリアムズです。,1990s,constructor|team,Formula 1公式 Results Archive
gpq_00140,チーム・コンストラクター,2,1995年のF1コンストラクターズチャンピオンはどのチーム？,メルセデス,マクラーレン,トヨタ,ベネトン,3,1995年のコンストラクターズチャンピオンはベネトンです。,1990s,constructor|team,Formula 1公式 Results Archive
gpq_00141,チーム・コンストラクター,2,1996年のF1コンストラクターズチャンピオンはどのチーム？,ウィリアムズ,ホンダ,マトラ,トヨタ,0,1996年のコンストラクターズチャンピオンはウィリアムズです。,1990s,constructor|team,Formula 1公式 Results Archive
gpq_00142,チーム・コンストラクター,2,1997年のF1コンストラクターズチャンピオンはどのチーム？,ウィリアムズ,メルセデス,クーパー,レッドブル,0,1997年のコンストラクターズチャンピオンはウィリアムズです。,1990s,constructor|team,Formula 1公式 Results Archive
gpq_00143,チーム・コンストラクター,2,1998年のF1コンストラクターズチャンピオンはどのチーム？,レッドブル・レーシング,ベネトン,フェラーリ,マクラーレン,3,1998年のコンストラクターズチャンピオンはマクラーレンです。,1990s,constructor|team,Formula 1公式 Results Archive
gpq_00144,チーム・コンストラクター,2,1999年のF1コンストラクターズチャンピオンはどのチーム？,マトラ,レッドブル・レーシング,フェラーリ,ロータス,2,1999年のコンストラクターズチャンピオンはフェラーリです。,1990s,constructor|team,Formula 1公式 Results Archive
gpq_00145,チーム・コンストラクター,1,2000年のF1コンストラクターズチャンピオンはどのチーム？,ブラウンGP,トヨタ,フェラーリ,アルピーヌ,2,2000年のコンストラクターズチャンピオンはフェラーリです。,2000s,constructor|team,Formula 1公式 Results Archive
gpq_00146,チーム・コンストラクター,1,2001年のF1コンストラクターズチャンピオンはどのチーム？,RB,レーシングブルズ,フェラーリ,BRM,2,2001年のコンストラクターズチャンピオンはフェラーリです。,2000s,constructor|team,Formula 1公式 Results Archive
gpq_00147,チーム・コンストラクター,1,2002年のF1コンストラクターズチャンピオンはどのチーム？,ヴァンウォール,キック・ザウバー,フェラーリ,メルセデス,2,2002年のコンストラクターズチャンピオンはフェラーリです。,2000s,constructor|team,Formula 1公式 Results Archive
gpq_00148,チーム・コンストラクター,1,2003年のF1コンストラクターズチャンピオンはどのチーム？,ティレル,ハース,フェラーリ,クーパー,2,2003年のコンストラクターズチャンピオンはフェラーリです。,2000s,constructor|team,Formula 1公式 Results Archive
gpq_00149,チーム・コンストラクター,1,2004年のF1コンストラクターズチャンピオンはどのチーム？,ヴァンウォール,トヨタ,ベネトン,フェラーリ,3,2004年のコンストラクターズチャンピオンはフェラーリです。,2000s,constructor|team,Formula 1公式 Results Archive
gpq_00150,チーム・コンストラクター,1,2005年のF1コンストラクターズチャンピオンはどのチーム？,レッドブル,ルノー,キック・ザウバー,ホンダ,1,2005年のコンストラクターズチャンピオンはルノーです。,2000s,constructor|team,Formula 1公式 Results Archive
gpq_00151,チーム・コンストラクター,1,2006年のF1コンストラクターズチャンピオンはどのチーム？,ルノー,レッドブル,トヨタ,ベネトン,0,2006年のコンストラクターズチャンピオンはルノーです。,2000s,constructor|team,Formula 1公式 Results Archive
gpq_00152,チーム・コンストラクター,1,2007年のF1コンストラクターズチャンピオンはどのチーム？,アルピーヌ,フェラーリ,ヴァンウォール,マクラーレン,1,2007年のコンストラクターズチャンピオンはフェラーリです。,2000s,constructor|team,Formula 1公式 Results Archive
gpq_00153,チーム・コンストラクター,1,2008年のF1コンストラクターズチャンピオンはどのチーム？,マクラーレン,フェラーリ,トヨタ,ベネトン,1,2008年のコンストラクターズチャンピオンはフェラーリです。,2000s,constructor|team,Formula 1公式 Results Archive
gpq_00154,チーム・コンストラクター,1,2009年のF1コンストラクターズチャンピオンはどのチーム？,トヨタ,BRM,ブラウンGP,メルセデス,2,2009年のコンストラクターズチャンピオンはブラウンGPです。,2000s,constructor|team,Formula 1公式 Results Archive
gpq_00155,チーム・コンストラクター,1,2010年のF1コンストラクターズチャンピオンはどのチーム？,RB,マトラ,レッドブル・レーシング,レッドブル,2,2010年のコンストラクターズチャンピオンはレッドブル・レーシングです。,2010s,constructor|team,Formula 1公式 Results Archive
gpq_00156,チーム・コンストラクター,1,2011年のF1コンストラクターズチャンピオンはどのチーム？,クーパー,レッドブル・レーシング,マクラーレン,トヨタ,1,2011年のコンストラクターズチャンピオンはレッドブル・レーシングです。,2010s,constructor|team,Formula 1公式 Results Archive
gpq_00157,チーム・コンストラクター,1,2012年のF1コンストラクターズチャンピオンはどのチーム？,レッドブル・レーシング,アストンマーティン,ブラバム,BRM,0,2012年のコンストラクターズチャンピオンはレッドブル・レーシングです。,2010s,constructor|team,Formula 1公式 Results Archive
gpq_00158,チーム・コンストラクター,1,2013年のF1コンストラクターズチャンピオンはどのチーム？,レッドブル,レッドブル・レーシング,ホンダ,BRM,1,2013年のコンストラクターズチャンピオンはレッドブル・レーシングです。,2010s,constructor|team,Formula 1公式 Results Archive
gpq_00159,チーム・コンストラクター,1,2014年のF1コンストラクターズチャンピオンはどのチーム？,ブラバム,RB,マクラーレン,メルセデス,3,2014年のコンストラクターズチャンピオンはメルセデスです。,2010s,constructor|team,Formula 1公式 Results Archive
gpq_00160,チーム・コンストラクター,1,2015年のF1コンストラクターズチャンピオンはどのチーム？,ルノー,レーシングブルズ,ホンダ,メルセデス,3,2015年のコンストラクターズチャンピオンはメルセデスです。,2010s,constructor|team,Formula 1公式 Results Archive
gpq_00161,チーム・コンストラクター,1,2016年のF1コンストラクターズチャンピオンはどのチーム？,メルセデス,RB,レッドブル・レーシング,マトラ,0,2016年のコンストラクターズチャンピオンはメルセデスです。,2010s,constructor|team,Formula 1公式 Results Archive
gpq_00162,チーム・コンストラクター,1,2017年のF1コンストラクターズチャンピオンはどのチーム？,ホンダ,フェラーリ,レッドブル・レーシング,メルセデス,3,2017年のコンストラクターズチャンピオンはメルセデスです。,2010s,constructor|team,Formula 1公式 Results Archive
gpq_00163,チーム・コンストラクター,1,2018年のF1コンストラクターズチャンピオンはどのチーム？,メルセデス,レッドブル,ホンダ,クーパー,0,2018年のコンストラクターズチャンピオンはメルセデスです。,2010s,constructor|team,Formula 1公式 Results Archive
gpq_00164,チーム・コンストラクター,1,2019年のF1コンストラクターズチャンピオンはどのチーム？,メルセデス,トヨタ,レーシングブルズ,ロータス,0,2019年のコンストラクターズチャンピオンはメルセデスです。,2010s,constructor|team,Formula 1公式 Results Archive
gpq_00165,チーム・コンストラクター,1,2020年のF1コンストラクターズチャンピオンはどのチーム？,ブラバム,キック・ザウバー,メルセデス,ルノー,2,2020年のコンストラクターズチャンピオンはメルセデスです。,2020s,constructor|team,Formula 1公式 Results Archive
gpq_00166,チーム・コンストラクター,1,2021年のF1コンストラクターズチャンピオンはどのチーム？,アストンマーティン,メルセデス,ティレル,ロータス,1,2021年のコンストラクターズチャンピオンはメルセデスです。,2020s,constructor|team,Formula 1公式 Results Archive
gpq_00167,チーム・コンストラクター,1,2022年のF1コンストラクターズチャンピオンはどのチーム？,アルピーヌ,ベネトン,トヨタ,レッドブル・レーシング,3,2022年のコンストラクターズチャンピオンはレッドブル・レーシングです。,2020s,constructor|team,Formula 1公式 Results Archive
gpq_00168,チーム・コンストラクター,1,2023年のF1コンストラクターズチャンピオンはどのチーム？,マクラーレン,RB,レッドブル・レーシング,マトラ,2,2023年のコンストラクターズチャンピオンはレッドブル・レーシングです。,2020s,constructor|team,Formula 1公式 Results Archive
gpq_00169,チーム・コンストラクター,1,2024年のF1コンストラクターズチャンピオンはどのチーム？,ヴァンウォール,ロータス,マクラーレン,ホンダ,2,2024年のコンストラクターズチャンピオンはマクラーレンです。,2020s,constructor|team,Formula 1公式 Results Archive
gpq_00170,チーム・コンストラクター,1,2025年のF1コンストラクターズチャンピオンはどのチーム？,マクラーレン,メルセデス,ジョーダン,RB,0,2025年のコンストラクターズチャンピオンはマクラーレンです。,2020s,constructor|team,Formula 1公式 Results Archive
gpq_00171,チーム・コンストラクター,2,ヴァンウォールがコンストラクターズチャンピオンになった年として正しいものは？,1978年,1958年,1977年,2021年,1,ヴァンウォールは1958年にコンストラクターズチャンピオンになっています。,1950s,constructor|year,Formula 1公式 Results Archive
gpq_00172,チーム・コンストラクター,2,フェラーリがコンストラクターズチャンピオンになった年として正しいものは？,2017年,1965年,1961年,1972年,2,フェラーリは1961年にコンストラクターズチャンピオンになっています。,1960s,constructor|year,Formula 1公式 Results Archive
gpq_00173,チーム・コンストラクター,2,BRMがコンストラクターズチャンピオンになった年として正しいものは？,1972年,2012年,1962年,2020年,2,BRMは1962年にコンストラクターズチャンピオンになっています。,1960s,constructor|year,Formula 1公式 Results Archive
gpq_00174,チーム・コンストラクター,2,マトラがコンストラクターズチャンピオンになった年として正しいものは？,1960年,1969年,2025年,1980年,1,マトラは1969年にコンストラクターズチャンピオンになっています。,1960s,constructor|year,Formula 1公式 Results Archive
gpq_00175,チーム・コンストラクター,2,ティレルがコンストラクターズチャンピオンになった年として正しいものは？,1981年,1971年,1968年,2023年,1,ティレルは1971年にコンストラクターズチャンピオンになっています。,1970s,constructor|year,Formula 1公式 Results Archive
gpq_00176,チーム・コンストラクター,2,マクラーレンがコンストラクターズチャンピオンになった年として正しいものは？,2012年,1974年,1999年,2018年,1,マクラーレンは1974年にコンストラクターズチャンピオンになっています。,1970s,constructor|year,Formula 1公式 Results Archive
gpq_00177,チーム・コンストラクター,2,ウィリアムズがコンストラクターズチャンピオンになった年として正しいものは？,2016年,2025年,1978年,1980年,3,ウィリアムズは1980年にコンストラクターズチャンピオンになっています。,1980s,constructor|year,Formula 1公式 Results Archive
gpq_00178,チーム・コンストラクター,2,ベネトンがコンストラクターズチャンピオンになった年として正しいものは？,1995年,1975年,2013年,2024年,0,ベネトンは1995年にコンストラクターズチャンピオンになっています。,1990s,constructor|year,Formula 1公式 Results Archive
gpq_00179,チーム・コンストラクター,2,ルノーがコンストラクターズチャンピオンになった年として正しいものは？,1972年,2005年,2012年,1982年,1,ルノーは2005年にコンストラクターズチャンピオンになっています。,2000s,constructor|year,Formula 1公式 Results Archive
gpq_00180,チーム・コンストラクター,2,ブラウンGPがコンストラクターズチャンピオンになった年として正しいものは？,2009年,1980年,2015年,1965年,0,ブラウンGPは2009年にコンストラクターズチャンピオンになっています。,2000s,constructor|year,Formula 1公式 Results Archive
gpq_00181,チーム・コンストラクター,2,レッドブル・レーシングがコンストラクターズチャンピオンになった年として正しいものは？,1963年,1974年,1987年,2010年,3,レッドブル・レーシングは2010年にコンストラクターズチャンピオンになっています。,2010s,constructor|year,Formula 1公式 Results Archive
gpq_00182,チーム・コンストラクター,2,メルセデスがコンストラクターズチャンピオンになった年として正しいものは？,1987年,1960年,2014年,1991年,2,メルセデスは2014年にコンストラクターズチャンピオンになっています。,2010s,constructor|year,Formula 1公式 Results Archive
gpq_00183,最新シーズン,1,2025年ドライバーズランキング1位は誰？,ランド・ノリス,フランコ・コラピント,ルイス・ハミルトン,ニコ・ヒュルケンベルグ,0,2025年のドライバーズランキング1位はランド・ノリス（マクラーレン）です。,2020s,2025|standings,Formula 1公式 Results Archive
gpq_00184,最新シーズン,2,2025年にランド・ノリスが所属していたチームは？,レッドブル,マクラーレン,ティレル,マトラ,1,2025年の公式ランキングではランド・ノリスはマクラーレン所属として登録されています。,2020s,2025|driver|team,Formula 1公式 Results Archive
gpq_00185,最新シーズン,1,2025年ドライバーズランキング2位は誰？,ニコ・ヒュルケンベルグ,ジャック・ドゥーハン,シャルル・ルクレール,マックス・フェルスタッペン,3,2025年のドライバーズランキング2位はマックス・フェルスタッペン（レッドブル・レーシング）です。,2020s,2025|standings,Formula 1公式 Results Archive
gpq_00186,最新シーズン,2,2025年にマックス・フェルスタッペンが所属していたチームは？,ロータス,フェラーリ,レッドブル・レーシング,ベネトン,2,2025年の公式ランキングではマックス・フェルスタッペンはレッドブル・レーシング所属として登録されています。,2020s,2025|driver|team,Formula 1公式 Results Archive
gpq_00187,最新シーズン,1,2025年ドライバーズランキング3位は誰？,リアム・ローソン,ニコ・ヒュルケンベルグ,オスカー・ピアストリ,シャルル・ルクレール,2,2025年のドライバーズランキング3位はオスカー・ピアストリ（マクラーレン）です。,2020s,2025|standings,Formula 1公式 Results Archive
gpq_00188,最新シーズン,2,2025年にオスカー・ピアストリが所属していたチームは？,マトラ,ブラバム,マクラーレン,RB,2,2025年の公式ランキングではオスカー・ピアストリはマクラーレン所属として登録されています。,2020s,2025|driver|team,Formula 1公式 Results Archive
gpq_00189,最新シーズン,1,2025年ドライバーズランキング4位は誰？,アレクサンダー・アルボン,ジョージ・ラッセル,アイザック・ハジャー,ガブリエル・ボルトレト,1,2025年のドライバーズランキング4位はジョージ・ラッセル（メルセデス）です。,2020s,2025|standings,Formula 1公式 Results Archive
gpq_00190,最新シーズン,2,2025年にジョージ・ラッセルが所属していたチームは？,レッドブル・レーシング,メルセデス,ブラウンGP,RB,1,2025年の公式ランキングではジョージ・ラッセルはメルセデス所属として登録されています。,2020s,2025|driver|team,Formula 1公式 Results Archive
gpq_00191,最新シーズン,1,2025年ドライバーズランキング5位は誰？,カルロス・サインツ,シャルル・ルクレール,ジョージ・ラッセル,角田裕毅,1,2025年のドライバーズランキング5位はシャルル・ルクレール（フェラーリ）です。,2020s,2025|standings,Formula 1公式 Results Archive
gpq_00192,最新シーズン,2,2025年にシャルル・ルクレールが所属していたチームは？,BRM,ブラバム,トヨタ,フェラーリ,3,2025年の公式ランキングではシャルル・ルクレールはフェラーリ所属として登録されています。,2020s,2025|driver|team,Formula 1公式 Results Archive
gpq_00193,最新シーズン,2,2025年ドライバーズランキング6位は誰？,ルイス・ハミルトン,キミ・アントネッリ,フランコ・コラピント,エステバン・オコン,0,2025年のドライバーズランキング6位はルイス・ハミルトン（フェラーリ）です。,2020s,2025|standings,Formula 1公式 Results Archive
gpq_00194,最新シーズン,2,2025年にルイス・ハミルトンが所属していたチームは？,フェラーリ,メルセデス,マクラーレン,ロータス,0,2025年の公式ランキングではルイス・ハミルトンはフェラーリ所属として登録されています。,2020s,2025|driver|team,Formula 1公式 Results Archive
gpq_00195,最新シーズン,2,2025年ドライバーズランキング7位は誰？,ピエール・ガスリー,キミ・アントネッリ,ニコ・ヒュルケンベルグ,角田裕毅,1,2025年のドライバーズランキング7位はキミ・アントネッリ（メルセデス）です。,2020s,2025|standings,Formula 1公式 Results Archive
gpq_00196,最新シーズン,2,2025年にキミ・アントネッリが所属していたチームは？,ヴァンウォール,クーパー,ウィリアムズ,メルセデス,3,2025年の公式ランキングではキミ・アントネッリはメルセデス所属として登録されています。,2020s,2025|driver|team,Formula 1公式 Results Archive
gpq_00197,最新シーズン,2,2025年ドライバーズランキング8位は誰？,シャルル・ルクレール,アレクサンダー・アルボン,ランド・ノリス,オスカー・ピアストリ,1,2025年のドライバーズランキング8位はアレクサンダー・アルボン（ウィリアムズ）です。,2020s,2025|standings,Formula 1公式 Results Archive
gpq_00198,最新シーズン,2,2025年にアレクサンダー・アルボンが所属していたチームは？,ウィリアムズ,ホンダ,レッドブル・レーシング,アストンマーティン,0,2025年の公式ランキングではアレクサンダー・アルボンはウィリアムズ所属として登録されています。,2020s,2025|driver|team,Formula 1公式 Results Archive
gpq_00199,最新シーズン,2,2025年ドライバーズランキング9位は誰？,フェルナンド・アロンソ,マックス・フェルスタッペン,ジョージ・ラッセル,カルロス・サインツ,3,2025年のドライバーズランキング9位はカルロス・サインツ（ウィリアムズ）です。,2020s,2025|standings,Formula 1公式 Results Archive
gpq_00200,最新シーズン,2,2025年にカルロス・サインツが所属していたチームは？,ハース,ジョーダン,アルピーヌ,ウィリアムズ,3,2025年の公式ランキングではカルロス・サインツはウィリアムズ所属として登録されています。,2020s,2025|driver|team,Formula 1公式 Results Archive
gpq_00201,最新シーズン,2,2025年ドライバーズランキング10位は誰？,フェルナンド・アロンソ,ジョージ・ラッセル,アイザック・ハジャー,シャルル・ルクレール,0,2025年のドライバーズランキング10位はフェルナンド・アロンソ（アストンマーティン）です。,2020s,2025|standings,Formula 1公式 Results Archive
gpq_00202,最新シーズン,2,2025年にフェルナンド・アロンソが所属していたチームは？,アルピーヌ,アストンマーティン,ルノー,キック・ザウバー,1,2025年の公式ランキングではフェルナンド・アロンソはアストンマーティン所属として登録されています。,2020s,2025|driver|team,Formula 1公式 Results Archive
gpq_00203,最新シーズン,2,2025年ドライバーズランキング11位は誰？,ランド・ノリス,フランコ・コラピント,アレクサンダー・アルボン,ニコ・ヒュルケンベルグ,3,2025年のドライバーズランキング11位はニコ・ヒュルケンベルグ（キック・ザウバー）です。,2020s,2025|standings,Formula 1公式 Results Archive
gpq_00204,最新シーズン,2,2025年にニコ・ヒュルケンベルグが所属していたチームは？,メルセデス,ヴァンウォール,キック・ザウバー,ハース,2,2025年の公式ランキングではニコ・ヒュルケンベルグはキック・ザウバー所属として登録されています。,2020s,2025|driver|team,Formula 1公式 Results Archive
gpq_00205,最新シーズン,2,2025年ドライバーズランキング12位は誰？,アイザック・ハジャー,フェルナンド・アロンソ,キミ・アントネッリ,オリバー・ベアマン,0,2025年のドライバーズランキング12位はアイザック・ハジャー（レーシングブルズ）です。,2020s,2025|standings,Formula 1公式 Results Archive
gpq_00206,最新シーズン,2,2025年にアイザック・ハジャーが所属していたチームは？,ブラバム,レーシングブルズ,ウィリアムズ,ヴァンウォール,1,2025年の公式ランキングではアイザック・ハジャーはレーシングブルズ所属として登録されています。,2020s,2025|driver|team,Formula 1公式 Results Archive
gpq_00207,最新シーズン,2,2025年ドライバーズランキング13位は誰？,マックス・フェルスタッペン,フランコ・コラピント,エステバン・オコン,オリバー・ベアマン,3,2025年のドライバーズランキング13位はオリバー・ベアマン（ハース）です。,2020s,2025|standings,Formula 1公式 Results Archive
gpq_00208,最新シーズン,2,2025年ドライバーズランキング14位は誰？,フランコ・コラピント,キミ・アントネッリ,リアム・ローソン,カルロス・サインツ,2,2025年のドライバーズランキング14位はリアム・ローソン（レーシングブルズ）です。,2020s,2025|standings,Formula 1公式 Results Archive
gpq_00209,最新シーズン,2,2025年ドライバーズランキング15位は誰？,エステバン・オコン,ピエール・ガスリー,ジャック・ドゥーハン,カルロス・サインツ,0,2025年のドライバーズランキング15位はエステバン・オコン（ハース）です。,2020s,2025|standings,Formula 1公式 Results Archive
